"Global_Time","Time","Target_Voltage","Measured_Voltage"
821,21,-3400,-4264.17747297437
822,22,-3400,-4106.83755626804
823,23,-3400,-4130.17107700024
824,24,-3400,-4172.74844013798
825,25,-3400,-4107.08556843165
826,26,-3400,-4168.27130763983
827,27,-3400,-4216.94735829609
828,28,-3400,-4131.53965798464
829,29,-3400,-4126.7757604178
830,30,-3400,-4110.09953687985
831,31,-3400,-4120.79754393752
832,32,-3400,-4182.93607076538
833,33,-3400,-4107.18590373969
834,34,-3400,-4184.53011250677
835,35,-3400,-4085.74074727795
836,36,-3400,-4073.49618840795
837,37,-3400,-4075.89347827235
838,38,-3400,-4073.4162360741
839,39,-3400,-4192.31215621885
840,40,-3400,-4041.56424494364
841,41,-3400,-3950.81008992639
842,42,-3400,-3955.38821845692
843,43,-3400,-3938.94888257729
844,44,-3400,-4078.90736273117
845,45,-3400,-3980.21567661647
846,46,-3400,-3978.21357109085
847,47,-3400,-3965.27126226167
848,48,-3400,-3962.62323624083
849,49,-3400,-4020.28633551989
850,50,-3400,-4043.78588544512
851,1,-3300,-3970.42102408504
852,2,-3300,-4023.82130785179
853,3,-3300,-4006.78841437091
854,4,-3300,-4010.18110355055
855,5,-3300,-4076.23549265214
856,6,-3300,-4079.6042829899
857,7,-3300,-3908.04653434093
858,8,-3300,-4004.81057063271
859,9,-3300,-4086.33903178309
860,10,-3300,-3993.92747945718
861,11,-3300,-3963.0551534312
862,12,-3300,-3927.28666480464
863,13,-3300,-3938.89434569877
864,14,-3300,-3897.07735785122
865,15,-3300,-3976.25294409653
866,16,-3300,-4075.63508582456
867,17,-3300,-3957.37052496503
868,18,-3300,-4016.68492829043
869,19,-3300,-3982.20144584153
870,20,-3300,-4009.09653117933
871,21,-3300,-3920.01595348933
872,22,-3300,-3994.55598607221
873,23,-3300,-3983.47461630338
874,24,-3300,-4009.42758811726
875,25,-3300,-4105.44942374303
876,26,-3300,-4088.7576142537
877,27,-3300,-3961.90031060147
878,28,-3300,-4050.700163976
879,29,-3300,-3915.16286450776
880,30,-3300,-4089.43543183038
881,31,-3300,-4102.34576257454
882,32,-3300,-4265.59727045269
883,33,-3300,-3953.46148855803
884,34,-3300,-4024.8913461231
885,35,-3300,-4139.72040810021
886,36,-3300,-4064.28310605808
887,37,-3300,-4076.11869557436
888,38,-3300,-4061.90752642306
889,39,-3300,-3998.27570359034
890,40,-3300,-4088.06097706345
891,41,-3300,-4150.0602830933
892,42,-3300,-4024.44701512938
893,43,-3300,-4019.2085060027
894,44,-3300,-4042.20887882918
895,45,-3300,-4112.74542343654
896,46,-3300,-4092.76423575807
897,47,-3300,-4143.2589508749
898,48,-3300,-4128.87148580721
899,49,-3300,-4153.02860894621
900,50,-3300,-4226.83511052454
901,1,-3200,-4107.44533293094
902,2,-3200,-4059.12700643194
903,3,-3200,-4008.68692623745
904,4,-3200,-3963.07447811407
905,5,-3200,-4062.51241207532
906,6,-3200,-4062.86586924799
907,7,-3200,-4294.09896799057
908,8,-3200,-4101.40926389373
909,9,-3200,-4162.10913397485
910,10,-3200,-4170.27726431277
911,11,-3200,-4198.8738850104
912,12,-3200,-4039.61134145549
913,13,-3200,-4098.16279333587
914,14,-3200,-4087.40210174779
915,15,-3200,-4014.81494923186
916,16,-3200,-4023.48637574465
917,17,-3200,-4065.22007217895
918,18,-3200,-3965.61064178568
919,19,-3200,-3915.73888104907
920,20,-3200,-3936.9301019062
921,21,-3200,-3886.30448457833
922,22,-3200,-3986.50640749682
923,23,-3200,-4016.33672581454
924,24,-3200,-3945.83270870049
925,25,-3200,-3910.88291149364
926,26,-3200,-4018.14775809573
927,27,-3200,-3957.86413202586
928,28,-3200,-4064.44216221045
929,29,-3200,-4051.12242303455
930,30,-3200,-4112.11944662926
931,31,-3200,-4045.19255133429
932,32,-3200,-4137.97387079535
933,33,-3200,-4024.0574397056
934,34,-3200,-4156.71120419975
935,35,-3200,-4026.95358931003
936,36,-3200,-3988.93063016568
937,37,-3200,-4174.54575747276
938,38,-3200,-4047.33062039607
939,39,-3200,-4069.29258230118
940,40,-3200,-4064.14168276232
941,41,-3200,-3999.00319725185
942,42,-3200,-4163.63387709248
943,43,-3200,-4088.89074102646
944,44,-3200,-4022.31051245765
945,45,-3200,-4140.67220467491
946,46,-3200,-4153.15368449846
947,47,-3200,-4267.07910429718
948,48,-3200,-4272.99846054712
949,49,-3200,-4147.38180486165
950,50,-3200,-4280.98682618164
951,1,-3100,-4206.82359417078
952,2,-3100,-4108.90723081543
953,3,-3100,-4114.65551689206
954,4,-3100,-4127.45201373846
955,5,-3100,-4122.75705882388
956,6,-3100,-4058.03533246623
957,7,-3100,-4055.85196134029
958,8,-3100,-4154.63790734933
959,9,-3100,-4233.02934474697
960,10,-3100,-4247.41972228188
961,11,-3100,-4191.14771755896
962,12,-3100,-4189.04587284725
963,13,-3100,-4168.99683656249
964,14,-3100,-4141.0837669357
965,15,-3100,-4191.82429138731
966,16,-3100,-4215.08716239879
967,17,-3100,-4073.66825726779
968,18,-3100,-4131.78969896331
969,19,-3100,-4231.12219398668
970,20,-3100,-4146.90640796856
971,21,-3100,-4201.20790762215
972,22,-3100,-4156.50605365885
973,23,-3100,-4253.52915438023
974,24,-3100,-4214.0910831874
975,25,-3100,-4284.66003391706
976,26,-3100,-4212.46160090663
977,27,-3100,-4249.22075292106
978,28,-3100,-4213.83047977094
979,29,-3100,-4174.01747539849
980,30,-3100,-4314.24016089114
981,31,-3100,-4309.78785227979
982,32,-3100,-4349.18250354872
983,33,-3100,-4246.26735141396
984,34,-3100,-4286.47169536236
985,35,-3100,-4265.05485222427
986,36,-3100,-4202.52523052865
987,37,-3100,-4235.89105050229
988,38,-3100,-4179.90062173596
989,39,-3100,-4136.49403607462
990,40,-3100,-4303.20778032792
991,41,-3100,-4317.40159172603
992,42,-3100,-4175.09727990699
993,43,-3100,-4210.90500982931
994,44,-3100,-4224.24614468276
995,45,-3100,-4218.94643906097
996,46,-3100,-4255.05321432178
997,47,-3100,-4201.27574811661
998,48,-3100,-4198.74339138894
999,49,-3100,-4077.87997233423
1000,50,-3100,-4192.84984317925
1001,1,-3000,-4024.36176833499
1002,2,-3000,-3928.17374250215
1003,3,-3000,-4067.21585368279
1004,4,-3000,-3871.38936658962
1005,5,-3000,-4056.07193313056
1006,6,-3000,-3997.98373575801
1007,7,-3000,-4039.55590384569
1008,8,-3000,-3942.10703796766
1009,9,-3000,-3972.93883700995
1010,10,-3000,-3959.20536945147
1011,11,-3000,-3979.54846518428
1012,12,-3000,-3879.51696415038
1013,13,-3000,-4055.7515611984
1014,14,-3000,-3932.46242961137
1015,15,-3000,-4070.76666026771
1016,16,-3000,-3986.60237612459
1017,17,-3000,-4063.646934441
1018,18,-3000,-3991.46571237149
1019,19,-3000,-3911.81555034335
1020,20,-3000,-3952.44186299969
1021,21,-3000,-4002.36046665387
1022,22,-3000,-4076.67828423856
1023,23,-3000,-4099.91321084066
1024,24,-3000,-4024.29685411022
1025,25,-3000,-4010.97226219326
1026,26,-3000,-4050.04329316359
1027,27,-3000,-4064.84363799459
1028,28,-3000,-4124.18031194645
1029,29,-3000,-4117.22186948399
1030,30,-3000,-4055.7306094137
1031,31,-3000,-4164.14636492026
1032,32,-3000,-4066.50956119361
1033,33,-3000,-4134.02551731957
1034,34,-3000,-4194.67021332773
1035,35,-3000,-4184.66278804937
1036,36,-3000,-4092.46660597072
1037,37,-3000,-4197.17100867636
1038,38,-3000,-4255.71407334073
1039,39,-3000,-4232.21772676423
1040,40,-3000,-4151.53895336171
1041,41,-3000,-4214.90221280109
1042,42,-3000,-4107.53562808801
1043,43,-3000,-4238.62749990606
1044,44,-3000,-4140.23417599611
1045,45,-3000,-4232.38068308769
1046,46,-3000,-4217.16445618234
1047,47,-3000,-4038.88343118911
1048,48,-3000,-4142.13156088994
1049,49,-3000,-4067.19997300462
1050,50,-3000,-3996.98901537111
1051,1,-2900,-3928.49521717675
1052,2,-2900,-3907.7346182732
1053,3,-2900,-3953.86172137185
1054,4,-2900,-3873.0434668681
1055,5,-2900,-3888.30819282858
1056,6,-2900,-3904.40291713157
1057,7,-2900,-3909.88009284047
1058,8,-2900,-4010.85009634019
1059,9,-2900,-3959.08126007776
1060,10,-2900,-3818.78412580167
1061,11,-2900,-3909.76344512812
1062,12,-2900,-3847.71298153621
1063,13,-2900,-3932.98391361428
1064,14,-2900,-3983.56643267093
1065,15,-2900,-3694.98945833875
1066,16,-2900,-3863.47819312757
1067,17,-2900,-3788.7162627007
1068,18,-2900,-3831.37911007649
1069,19,-2900,-3804.21908951458
1070,20,-2900,-3757.50685145769
1071,21,-2900,-3724.91370069706
1072,22,-2900,-3734.61690459986
1073,23,-2900,-3741.84411143676
1074,24,-2900,-3747.38108408938
1075,25,-2900,-3891.82341765128
1076,26,-2900,-3829.10106183685
1077,27,-2900,-3808.95400803574
1078,28,-2900,-3889.15256719388
1079,29,-2900,-3874.016969779
1080,30,-2900,-3789.58521807769
1081,31,-2900,-3709.78727295422
1082,32,-2900,-3870.4944200984
1083,33,-2900,-3860.35476403026
1084,34,-2900,-3851.37903238339
1085,35,-2900,-3677.39705318599
1086,36,-2900,-3692.66889823508
1087,37,-2900,-3791.42954260402
1088,38,-2900,-3734.30887988901
1089,39,-2900,-3817.28704956839
1090,40,-2900,-3679.03616563511
1091,41,-2900,-3673.57568745737
1092,42,-2900,-3659.5292206045
1093,43,-2900,-3550.06205655135
1094,44,-2900,-3510.00268650812
1095,45,-2900,-3733.94169272419
1096,46,-2900,-3773.25426980763
1097,47,-2900,-3769.70890814692
1098,48,-2900,-3749.25749455904
1099,49,-2900,-3643.09653198027
1100,50,-2900,-3679.34258822361
1101,1,-2800,-3524.91961609861
1102,2,-2800,-3545.66748866343
1103,3,-2800,-3668.94332379863
1104,4,-2800,-3698.43690099154
1105,5,-2800,-3711.96971338592
1106,6,-2800,-3773.33799321841
1107,7,-2800,-3778.0585485465
1108,8,-2800,-3807.33788260585
1109,9,-2800,-3707.16269883467
1110,10,-2800,-3846.70152639322
1111,11,-2800,-3764.49721520494
1112,12,-2800,-3820.96078045513
1113,13,-2800,-3742.1496751023
1114,14,-2800,-3812.93794498683
1115,15,-2800,-3803.79778774507
1116,16,-2800,-3792.83071334173
1117,17,-2800,-3814.11585762681
1118,18,-2800,-3858.3450700118
1119,19,-2800,-3797.0353597198
1120,20,-2800,-3781.21733306296
1121,21,-2800,-3764.59953411812
1122,22,-2800,-3839.00955804734
1123,23,-2800,-3785.34136964988
1124,24,-2800,-3782.74371494001
1125,25,-2800,-3851.1322059046
1126,26,-2800,-3614.85254179416
1127,27,-2800,-3654.09522442295
1128,28,-2800,-3927.28758967287
1129,29,-2800,-3696.97191796985
1130,30,-2800,-3713.8920320919
1131,31,-2800,-3645.93729924237
1132,32,-2800,-3735.97006095838
1133,33,-2800,-3826.31235936489
1134,34,-2800,-3629.70970917252
1135,35,-2800,-3762.05671988163
1136,36,-2800,-3630.02007791426
1137,37,-2800,-3712.03387262987
1138,38,-2800,-3642.02447658584
1139,39,-2800,-3709.87494940948
1140,40,-2800,-3652.24623182241
1141,41,-2800,-3637.49455046354
1142,42,-2800,-3620.02265717687
1143,43,-2800,-3649.32331859707
1144,44,-2800,-3623.07534612642
1145,45,-2800,-3703.18135884573
1146,46,-2800,-3611.21830554009
1147,47,-2800,-3654.06795076789
1148,48,-2800,-3855.85166214502
1149,49,-2800,-3634.96394639368
1150,50,-2800,-3719.97209729669
1151,1,-2700,-3593.82428487252
1152,2,-2700,-3463.47350024497
1153,3,-2700,-3629.23685416754
1154,4,-2700,-3727.70094479921
1155,5,-2700,-3524.09965224301
1156,6,-2700,-3506.85217700082
1157,7,-2700,-3381.05137124491
1158,8,-2700,-3512.64653032091
1159,9,-2700,-3445.32270649904
1160,10,-2700,-3539.38089073496
1161,11,-2700,-3436.60579784261
1162,12,-2700,-3457.9720802944
1163,13,-2700,-3617.56289538742
1164,14,-2700,-3499.38917672021
1165,15,-2700,-3566.61253565087
1166,16,-2700,-3666.83448899017
1167,17,-2700,-3581.59611594326
1168,18,-2700,-3585.74517231254
1169,19,-2700,-3477.66225802574
1170,20,-2700,-3556.01474348254
1171,21,-2700,-3606.77976725248
1172,22,-2700,-3409.70186491212
1173,23,-2700,-3555.47883478797
1174,24,-2700,-3585.16552990882
1175,25,-2700,-3678.03452600986
1176,26,-2700,-3531.73736435236
1177,27,-2700,-3502.23097964314
1178,28,-2700,-3456.56100331869
1179,29,-2700,-3606.39348698464
1180,30,-2700,-3549.37791633216
1181,31,-2700,-3698.79044948348
1182,32,-2700,-3740.39775035708
1183,33,-2700,-3507.15924688292
1184,34,-2700,-3539.41243170642
1185,35,-2700,-3667.62851426903
1186,36,-2700,-3718.80699021166
1187,37,-2700,-3623.80473652035
1188,38,-2700,-3672.70038946709
1189,39,-2700,-3677.80414312653
1190,40,-2700,-3776.53608902514
1191,41,-2700,-3763.432637951
1192,42,-2700,-3717.58955695346
1193,43,-2700,-3646.74170106466
1194,44,-2700,-3744.35390291253
1195,45,-2700,-3704.16450925452
1196,46,-2700,-3877.84232127742
1197,47,-2700,-3815.82312616543
1198,48,-2700,-3576.47772116773
1199,49,-2700,-3782.96771061588
1200,50,-2700,-3659.2619990057
1201,1,-2600,-3560.94890617254
1202,2,-2600,-3583.0507159584
1203,3,-2600,-3579.83301968116
1204,4,-2600,-3556.1466440091
1205,5,-2600,-3490.42858778872
1206,6,-2600,-3543.76863602382
1207,7,-2600,-3660.00524868979
1208,8,-2600,-3613.78960333549
1209,9,-2600,-3614.45093131117
1210,10,-2600,-3603.29700791284
1211,11,-2600,-3551.19198248016
1212,12,-2600,-3645.23588843537
1213,13,-2600,-3698.52420738214
1214,14,-2600,-3614.83822943765
1215,15,-2600,-3547.61223365943
1216,16,-2600,-3623.10141762589
1217,17,-2600,-3654.52217760078
1218,18,-2600,-3606.51793139771
1219,19,-2600,-3645.26673301997
1220,20,-2600,-3572.71081494712
1221,21,-2600,-3565.75657550752
1222,22,-2600,-3599.9168496124
1223,23,-2600,-3499.23377308951
1224,24,-2600,-3502.06485651516
1225,25,-2600,-3420.95101634526
1226,26,-2600,-3442.13429514636
1227,27,-2600,-3454.37477938157
1228,28,-2600,-3486.4154018484
1229,29,-2600,-3422.61704541432
1230,30,-2600,-3446.91262361209
1231,31,-2600,-3405.40750215549
1232,32,-2600,-3429.26562038834
1233,33,-2600,-3412.02679007778
1234,34,-2600,-3476.83745356263
1235,35,-2600,-3445.10691040438
1236,36,-2600,-3562.63741323511
1237,37,-2600,-3573.7488838
1238,38,-2600,-3679.03802732076
1239,39,-2600,-3611.4766420101
1240,40,-2600,-3510.71933157463
1241,41,-2600,-3475.93790606054
1242,42,-2600,-3635.65743697567
1243,43,-2600,-3611.68715753137
1244,44,-2600,-3494.06704362376
1245,45,-2600,-3544.14843970304
1246,46,-2600,-3701.35281380247
1247,47,-2600,-3630.50136822387
1248,48,-2600,-3620.85290475027
1249,49,-2600,-3504.91569957711
1250,50,-2600,-3515.91665898339
1251,1,-2500,-3478.65280971647
1252,2,-2500,-3503.74454813787
1253,3,-2500,-3552.7689071423
1254,4,-2500,-3539.48587140257
1255,5,-2500,-3553.91749212876
1256,6,-2500,-3536.27966539985
1257,7,-2500,-3541.51448487174
1258,8,-2500,-3606.13825227272
1259,9,-2500,-3616.44965053001
1260,10,-2500,-3587.27369101698
1261,11,-2500,-3579.32151772645
1262,12,-2500,-3683.00607319557
1263,13,-2500,-3670.96853624031
1264,14,-2500,-3573.970254217
1265,15,-2500,-3703.75471281336
1266,16,-2500,-3627.8668271109
1267,17,-2500,-3628.51508394624
1268,18,-2500,-3692.52533090423
1269,19,-2500,-3729.39212598183
1270,20,-2500,-3772.65411054735
1271,21,-2500,-3651.08385226855
1272,22,-2500,-3605.48054437392
1273,23,-2500,-3700.99285834544
1274,24,-2500,-3536.75398899862
1275,25,-2500,-3668.59071672993
1276,26,-2500,-3597.0361337693
1277,27,-2500,-3691.43966634166
1278,28,-2500,-3742.54558364132
1279,29,-2500,-3728.28881633737
1280,30,-2500,-3762.08866939174
1281,31,-2500,-3714.63650115807
1282,32,-2500,-3924.51855402492
1283,33,-2500,-3778.98748310139
1284,34,-2500,-3644.79894139352
1285,35,-2500,-3792.83204587833
1286,36,-2500,-3809.7044436751
1287,37,-2500,-3703.29792476172
1288,38,-2500,-3753.85829225801
1289,39,-2500,-3912.25533648634
1290,40,-2500,-3868.9656114698
1291,41,-2500,-3871.53756221919
1292,42,-2500,-3961.81833621298
1293,43,-2500,-3744.80849585947
1294,44,-2500,-3657.45436063559
1295,45,-2500,-3639.37600065455
1296,46,-2500,-3845.63048383793
1297,47,-2500,-3693.32372208303
1298,48,-2500,-3922.60567121373
1299,49,-2500,-3914.92863716213
1300,50,-2500,-3685.92254570143
1301,1,-2400,-3650.63294301417
1302,2,-2400,-3537.95058520679
1303,3,-2400,-3526.38911201268
1304,4,-2400,-3620.33534911776
1305,5,-2400,-3413.06012078154
1306,6,-2400,-3532.07731169471
1307,7,-2400,-3450.76500771156
1308,8,-2400,-3539.30303644157
1309,9,-2400,-3479.14957651234
1310,10,-2400,-3618.75839927417
1311,11,-2400,-3536.31816591487
1312,12,-2400,-3504.23112141148
1313,13,-2400,-3489.98298518457
1314,14,-2400,-3576.35620018398
1315,15,-2400,-3542.84220420884
1316,16,-2400,-3625.42378499785
1317,17,-2400,-3638.3684010199
1318,18,-2400,-3626.98456886609
1319,19,-2400,-3588.40004875241
1320,20,-2400,-3594.89083032978
1321,21,-2400,-3618.62739052732
1322,22,-2400,-3611.08788143543
1323,23,-2400,-3544.7974097114
1324,24,-2400,-3541.01419214818
1325,25,-2400,-3526.87496669645
1326,26,-2400,-3529.54102923749
1327,27,-2400,-3414.4916088498
1328,28,-2400,-3614.59679374176
1329,29,-2400,-3525.82868899229
1330,30,-2400,-3453.82732081907
1331,31,-2400,-3568.18094720531
1332,32,-2400,-3569.45199486969
1333,33,-2400,-3466.42039904628
1334,34,-2400,-3609.08280488839
1335,35,-2400,-3656.26204667695
1336,36,-2400,-3598.19117593723
1337,37,-2400,-3605.66580773255
1338,38,-2400,-3597.19831203685
1339,39,-2400,-3594.17351072497
1340,40,-2400,-3703.09121750157
1341,41,-2400,-3649.75260829203
1342,42,-2400,-3642.45842950481
1343,43,-2400,-3683.6766267635
1344,44,-2400,-3454.54639671357
1345,45,-2400,-3581.26606914928
1346,46,-2400,-3530.49919584185
1347,47,-2400,-3751.83810033141
1348,48,-2400,-3559.30581268999
1349,49,-2400,-3612.67342433092
1350,50,-2400,-3539.38268074674
1351,1,-2300,-3319.68336760993
1352,2,-2300,-3402.28367430767
1353,3,-2300,-3455.79305754404
1354,4,-2300,-3473.81548751191
1355,5,-2300,-3297.57972772582
1356,6,-2300,-3327.15972423028
1357,7,-2300,-3437.07867406945
1358,8,-2300,-3353.43050936123
1359,9,-2300,-3341.87170194759
1360,10,-2300,-3527.70683587483
1361,11,-2300,-3348.98272919533
1362,12,-2300,-3407.39660064624
1363,13,-2300,-3324.34231909537
1364,14,-2300,-3285.66567326442
1365,15,-2300,-3224.78239829368
1366,16,-2300,-3275.49133166814
1367,17,-2300,-3258.2046376639
1368,18,-2300,-3271.79294480605
1369,19,-2300,-3318.36206357237
1370,20,-2300,-3394.95215227744
1371,21,-2300,-3402.94212976956
1372,22,-2300,-3449.15391780371
1373,23,-2300,-3289.62915320313
1374,24,-2300,-3282.37718020577
1375,25,-2300,-3453.42770058634
1376,26,-2300,-3413.11632250454
1377,27,-2300,-3508.47507332887
1378,28,-2300,-3390.82133870549
1379,29,-2300,-3403.31869049016
1380,30,-2300,-3413.00513136662
1381,31,-2300,-3335.91817689705
1382,32,-2300,-3489.51066666294
1383,33,-2300,-3423.5707852624
1384,34,-2300,-3435.2454367355
1385,35,-2300,-3353.25683048829
1386,36,-2300,-3362.87494902492
1387,37,-2300,-3349.40242370305
1388,38,-2300,-3345.79782749893
1389,39,-2300,-3315.83513599361
1390,40,-2300,-3413.93467473021
1391,41,-2300,-3474.23889739884
1392,42,-2300,-3499.94029249338
1393,43,-2300,-3331.07463693665
1394,44,-2300,-3364.84759386489
1395,45,-2300,-3301.01245884122
1396,46,-2300,-3408.673988664
1397,47,-2300,-3303.29707092164
1398,48,-2300,-3399.08418442154
1399,49,-2300,-3303.574461317
1400,50,-2300,-3402.71989934994
1401,1,-2200,-3280.43597572625
1402,2,-2200,-3389.82534812381
1403,3,-2200,-3375.35012090586
1404,4,-2200,-3339.63904712424
1405,5,-2200,-3333.01799727731
1406,6,-2200,-3486.80181965589
1407,7,-2200,-3370.97808345977
1408,8,-2200,-3324.74798160774
1409,9,-2200,-3261.08775995487
1410,10,-2200,-3209.43209354084
1411,11,-2200,-3230.92973783637
1412,12,-2200,-3387.6721365356
1413,13,-2200,-3357.65629145157
1414,14,-2200,-3251.43164871688
1415,15,-2200,-3341.699973684
1416,16,-2200,-3285.06439020646
1417,17,-2200,-3359.83316049028
1418,18,-2200,-3414.33271957134
1419,19,-2200,-3499.94971107594
1420,20,-2200,-3383.12380856921
1421,21,-2200,-3391.06030797094
1422,22,-2200,-3658.84221399641
1423,23,-2200,-3563.72147706628
1424,24,-2200,-3475.49071561032
1425,25,-2200,-3448.63011351378
1426,26,-2200,-3506.00794565315
1427,27,-2200,-3467.81677314816
1428,28,-2200,-3536.61158860744
1429,29,-2200,-3420.02424533983
1430,30,-2200,-3454.38200540414
1431,31,-2200,-3528.61214457774
1432,32,-2200,-3587.99349816985
1433,33,-2200,-3643.61262741557
1434,34,-2200,-3591.57289997857
1435,35,-2200,-3550.445685142
1436,36,-2200,-3430.95584134013
1437,37,-2200,-3556.98145002033
1438,38,-2200,-3654.23642721196
1439,39,-2200,-3589.59451605897
1440,40,-2200,-3492.42222805433
1441,41,-2200,-3449.6097088218
1442,42,-2200,-3488.26015996865
1443,43,-2200,-3381.56247684601
1444,44,-2200,-3385.5859945862
1445,45,-2200,-3436.89125886207
1446,46,-2200,-3482.93870275203
1447,47,-2200,-3525.35534223664
1448,48,-2200,-3508.44258418353
1449,49,-2200,-3598.66478593582
1450,50,-2200,-3600.23455453652
1451,1,-2100,-3462.65787828454
1452,2,-2100,-3452.53501839616
1453,3,-2100,-3541.94272828569
1454,4,-2100,-3520.19749140134
1455,5,-2100,-3622.09839650526
1456,6,-2100,-3508.74873495908
1457,7,-2100,-3468.71014155191
1458,8,-2100,-3618.80701902142
1459,9,-2100,-3418.21128289545
1460,10,-2100,-3453.59310533203
1461,11,-2100,-3438.44355667159
1462,12,-2100,-3425.51323070112
1463,13,-2100,-3513.38708106661
1464,14,-2100,-3447.4642581777
1465,15,-2100,-3333.82147059832
1466,16,-2100,-3319.78848241886
1467,17,-2100,-3456.2529215898
1468,18,-2100,-3352.73578439179
1469,19,-2100,-3338.76741616116
1470,20,-2100,-3398.43515308164
1471,21,-2100,-3389.48302540984
1472,22,-2100,-3273.22756928698
1473,23,-2100,-3308.54682216341
1474,24,-2100,-3389.27927652326
1475,25,-2100,-3516.65327084872
1476,26,-2100,-3422.41046580721
1477,27,-2100,-3321.68371845541
1478,28,-2100,-3257.29871734909
1479,29,-2100,-3378.27405532726
1480,30,-2100,-3361.12774846758
1481,31,-2100,-3311.84455088957
1482,32,-2100,-3296.93120383555
1483,33,-2100,-3260.13666500572
1484,34,-2100,-3239.58556008201
1485,35,-2100,-3271.37743419748
1486,36,-2100,-3128.81590334037
1487,37,-2100,-3194.47463728939
1488,38,-2100,-3312.19703778856
1489,39,-2100,-3256.56830001901
1490,40,-2100,-3260.15400594142
1491,41,-2100,-3369.80579000888
1492,42,-2100,-3318.71841087519
1493,43,-2100,-3319.98407885795
1494,44,-2100,-3261.81420567949
1495,45,-2100,-3326.96949402471
1496,46,-2100,-3340.96474365137
1497,47,-2100,-3429.11683599013
1498,48,-2100,-3430.58164409724
1499,49,-2100,-3257.38099845249
1500,50,-2100,-3423.12971357202
1501,1,-2000,-3210.56471655679
1502,2,-2000,-3223.39631692821
1503,3,-2000,-3273.34835314953
1504,4,-2000,-3268.02221807023
1505,5,-2000,-3375.23834481424
1506,6,-2000,-3343.27124126292
1507,7,-2000,-3299.61363351126
1508,8,-2000,-3201.71621020554
1509,9,-2000,-3184.60078385573
1510,10,-2000,-3213.37459343523
1511,11,-2000,-3351.70972589903
1512,12,-2000,-3195.5638796975
1513,13,-2000,-3224.21948655115
1514,14,-2000,-3332.03096533692
1515,15,-2000,-3230.28864554615
1516,16,-2000,-3256.6686267939
1517,17,-2000,-3356.1744404992
1518,18,-2000,-3332.63275913835
1519,19,-2000,-3223.92075172825
1520,20,-2000,-3183.72576616024
1521,21,-2000,-3120.03742772211
1522,22,-2000,-3226.92342992454
1523,23,-2000,-3275.59319017194
1524,24,-2000,-3159.2774848242
1525,25,-2000,-3182.42061666839
1526,26,-2000,-3039.97958984418
1527,27,-2000,-3314.50514616025
1528,28,-2000,-3390.37524728215
1529,29,-2000,-3187.39462872301
1530,30,-2000,-3242.50963637732
1531,31,-2000,-3178.98478057296
1532,32,-2000,-3062.94821636133
1533,33,-2000,-3161.7361537547
1534,34,-2000,-3068.86252770723
1535,35,-2000,-3163.92306439355
1536,36,-2000,-3084.24920686128
1537,37,-2000,-3052.38392809684
1538,38,-2000,-2977.90727360648
1539,39,-2000,-2966.22385663201
1540,40,-2000,-2877.7213178368
1541,41,-2000,-2921.16560959806
1542,42,-2000,-2927.35042097406
1543,43,-2000,-2896.32556999752
1544,44,-2000,-3007.42008074409
1545,45,-2000,-3105.32960991198
1546,46,-2000,-3069.84544318033
1547,47,-2000,-2996.29296031125
1548,48,-2000,-3074.7534256637
1549,49,-2000,-3136.7180218845
1550,50,-2000,-3013.72187295721
1551,1,-1900,-2972.30782916185
1552,2,-1900,-3025.035252826
1553,3,-1900,-2958.18817110835
1554,4,-1900,-2942.80321055729
1555,5,-1900,-2885.07240428051
1556,6,-1900,-3009.62043555746
1557,7,-1900,-2975.16240728052
1558,8,-1900,-2861.32871298049
1559,9,-1900,-3122.86534557043
1560,10,-1900,-3027.08454047568
1561,11,-1900,-3089.67093946759
1562,12,-1900,-3015.60339026437
1563,13,-1900,-3135.53845547756
1564,14,-1900,-3048.01730732515
1565,15,-1900,-2925.87377209011
1566,16,-1900,-3059.42218082202
1567,17,-1900,-2982.80533372854
1568,18,-1900,-2870.21312330474
1569,19,-1900,-3059.95919296615
1570,20,-1900,-3172.47577900576
1571,21,-1900,-3052.49888449733
1572,22,-1900,-3075.68639865301
1573,23,-1900,-3065.20680893902
1574,24,-1900,-3147.37585721484
1575,25,-1900,-3178.15081101838
1576,26,-1900,-2982.29795097029
1577,27,-1900,-3003.97529957004
1578,28,-1900,-3116.66279402985
1579,29,-1900,-3184.12684317587
1580,30,-1900,-3049.49894037164
1581,31,-1900,-2980.42840053863
1582,32,-1900,-2961.34703076731
1583,33,-1900,-2875.20452343355
1584,34,-1900,-2861.02569346352
1585,35,-1900,-2958.12515795458
1586,36,-1900,-2942.02989891672
1587,37,-1900,-2972.54378018423
1588,38,-1900,-3088.92884868138
1589,39,-1900,-3017.89961881054
1590,40,-1900,-3040.73276072757
1591,41,-1900,-2991.33121377637
1592,42,-1900,-3047.55622341425
1593,43,-1900,-3085.23082943439
1594,44,-1900,-3100.40029913613
1595,45,-1900,-3087.14923301888
1596,46,-1900,-3117.79482001115
1597,47,-1900,-3044.68901897789
1598,48,-1900,-3098.09403975042
1599,49,-1900,-3131.73176179441
1600,50,-1900,-3161.93364901757
1601,1,-1800,-3018.71015848921
1602,2,-1800,-3138.53894917591
1603,3,-1800,-3051.5961064748
1604,4,-1800,-3035.84539202639
1605,5,-1800,-3067.75776617639
1606,6,-1800,-3104.4310337472
